loss,r2,mse,rmse,mae,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.005983585957437754,0.26014566632234304,0.005983585957437754,0.07735364217305966,0.05591842159628868,1744646074,,False,1,7cd41_00205,2025-04-14_17-54-34,0.32392096519470215,0.32392096519470215,63324,gorchfock,10.33.20.59,0.32392096519470215,1
0.007008105516433716,0.38445184361179374,0.007008105516433716,0.08371442836473122,0.05270187929272652,1744646074,,False,2,7cd41_00205,2025-04-14_17-54-34,0.3147716522216797,0.6386926174163818,63324,gorchfock,10.33.20.59,0.6386926174163818,2
0.005605838727205992,0.4437087860420652,0.005605838727205992,0.07487214920920857,0.0501946397125721,1744646074,,False,3,7cd41_00205,2025-04-14_17-54-34,0.30867886543273926,0.9473714828491211,63324,gorchfock,10.33.20.59,0.9473714828491211,3
0.0037248500157147646,0.5096374036867757,0.0037248500157147646,0.06103154934715949,0.041911907494068146,1744646075,,False,4,7cd41_00205,2025-04-14_17-54-35,0.302105188369751,1.249476671218872,63324,gorchfock,10.33.20.59,1.249476671218872,4
0.003808373585343361,0.6183001832669639,0.003808373585343361,0.0617120214005615,0.04302217438817024,1744646075,,False,5,7cd41_00205,2025-04-14_17-54-35,0.3024580478668213,1.5519347190856934,63324,gorchfock,10.33.20.59,1.5519347190856934,5
0.0027664199005812407,0.6365547960770507,0.0027664199005812407,0.05259676701643591,0.0384688638150692,1744646075,,False,6,7cd41_00205,2025-04-14_17-54-35,0.3051605224609375,1.8570952415466309,63324,gorchfock,10.33.20.59,1.8570952415466309,6
0.0032197528053075075,0.6299636945241851,0.0032197528053075075,0.05674286567761191,0.03967618942260742,1744646076,,False,7,7cd41_00205,2025-04-14_17-54-36,0.2964143753051758,2.1535096168518066,63324,gorchfock,10.33.20.59,2.1535096168518066,7
0.001974245300516486,0.7226505185682468,0.001974245300516486,0.0444324802426838,0.0347348190844059,1744646076,,False,8,7cd41_00205,2025-04-14_17-54-36,0.3093571662902832,2.46286678314209,63324,gorchfock,10.33.20.59,2.46286678314209,8
0.0019979889038950205,0.781545714638778,0.0019979889038950205,0.04469886915678092,0.03223622962832451,1744646076,,False,9,7cd41_00205,2025-04-14_17-54-36,0.30312442779541016,2.7659912109375,63324,gorchfock,10.33.20.59,2.7659912109375,9
0.002075653290376067,0.7642945426270515,0.002075653290376067,0.045559338124868176,0.03258541598916054,1744646076,,False,10,7cd41_00205,2025-04-14_17-54-36,0.28890156745910645,3.0548927783966064,63324,gorchfock,10.33.20.59,3.0548927783966064,10
0.001491833827458322,0.8264936004170959,0.001491833827458322,0.038624264749744064,0.027787908911705017,1744646077,,False,11,7cd41_00205,2025-04-14_17-54-37,0.29570531845092773,3.350598096847534,63324,gorchfock,10.33.20.59,3.350598096847534,11
0.0025383825413882732,0.7328445248041819,0.0025383825413882732,0.05038236339621508,0.03372414782643318,1744646077,,False,12,7cd41_00205,2025-04-14_17-54-37,0.28444933891296387,3.635047435760498,63324,gorchfock,10.33.20.59,3.635047435760498,12
0.001731686876155436,0.8263919353227497,0.001731686876155436,0.04161354198041109,0.030536150559782982,1744646077,,False,13,7cd41_00205,2025-04-14_17-54-37,0.2967491149902344,3.9317965507507324,63324,gorchfock,10.33.20.59,3.9317965507507324,13
0.0021919270511716604,0.7846729312314008,0.0021919270511716604,0.04681802058152032,0.032770972698926926,1744646078,,False,14,7cd41_00205,2025-04-14_17-54-38,0.29936933517456055,4.231165885925293,63324,gorchfock,10.33.20.59,4.231165885925293,14
0.002150674117729068,0.686738324188167,0.002150674117729068,0.04637536110618512,0.03161845728754997,1744646078,,False,15,7cd41_00205,2025-04-14_17-54-38,0.28138136863708496,4.512547254562378,63324,gorchfock,10.33.20.59,4.512547254562378,15
0.0014497142983600497,0.806558115982162,0.0014497142983600497,0.038075113898188795,0.028635377064347267,1744646078,,False,16,7cd41_00205,2025-04-14_17-54-38,0.3020017147064209,4.814548969268799,63324,gorchfock,10.33.20.59,4.814548969268799,16
0.0016347926575690508,0.8131118936041052,0.0016347926575690508,0.0404325692674736,0.030544733628630638,1744646078,,False,17,7cd41_00205,2025-04-14_17-54-38,0.2879011631011963,5.102450132369995,63324,gorchfock,10.33.20.59,5.102450132369995,17
0.0019623853731900454,0.8105238182074235,0.0019623853731900454,0.04429881909475743,0.03234059736132622,1744646079,,False,18,7cd41_00205,2025-04-14_17-54-39,0.2880067825317383,5.390456914901733,63324,gorchfock,10.33.20.59,5.390456914901733,18
0.0017866429407149553,0.8133289014615631,0.0017866429407149553,0.04226869930237924,0.03021872043609619,1744646079,,False,19,7cd41_00205,2025-04-14_17-54-39,0.29665160179138184,5.687108516693115,63324,gorchfock,10.33.20.59,5.687108516693115,19
0.0022277093958109617,0.733003321959737,0.0022277093958109617,0.04719861646077098,0.031774308532476425,1744646079,,False,20,7cd41_00205,2025-04-14_17-54-39,0.2880368232727051,5.97514533996582,63324,gorchfock,10.33.20.59,5.97514533996582,20
0.002125463681295514,0.8005201622331786,0.002125463681295514,0.04610275134192659,0.031175930052995682,1744646080,,False,21,7cd41_00205,2025-04-14_17-54-40,0.29995226860046387,6.275097608566284,63324,gorchfock,10.33.20.59,6.275097608566284,21
0.0017298127058893442,0.8058572377424145,0.0017298127058893442,0.04159101712977628,0.02987211011350155,1744646080,,False,22,7cd41_00205,2025-04-14_17-54-40,0.28064727783203125,6.555744886398315,63324,gorchfock,10.33.20.59,6.555744886398315,22
